Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,Avg_Noncyclo_TPM,SD_Noncyclo_TPM,Noncyclo_Z_Score,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.161541.3,Patient19,6,21,1229,1548,4882.017900732303,13565.891472868218,8.0,2.0,novelGene_SRSF6_AS,6,22,1.0,0.9545454545454546,4217.210237181577,4007.6733361144015,2.3326954199192684,-3.062218806568337,0.6186257332950311,,,,,,
PB.161541.3,Patient2,2,9,1277,1085,1566.1707126076742,8294.930875576038,21.0,5.0,novelGene_SRSF6_AS,3,9,0.6666666666666666,1.0,4217.210237181577,4007.6733361144015,1.0174782963593465,-11.164418358436311,0.43260692888778157,,,,,,
PB.161541.3,Patient20,3,9,1888,1738,1588.9830508474577,5178.3659378596085,20.0,9.0,novelGene_SRSF6_AS,8,13,0.375,0.6923076923076923,4217.210237181577,4007.6733361144015,0.2398288533191455,-18.924244811432686,0.25444868556713435,,,,,,
PB.161541.3,Patient21,4,8,1417,1328,2822.8652081863092,6024.096385542169,17.0,8.0,novelGene_SRSF6_AS,4,8,1.0,1.0,4217.210237181577,4007.6733361144015,0.4508566434489991,-16.432791122051906,0.3116500953284865,,,,,,
PB.161541.3,Patient22,5,5,1221,2106,4095.0040950040952,2374.1690408357076,11.0,18.0,novelGene_SRSF6_AS,9,6,0.5555555555555556,0.8333333333333334,4217.210237181577,4007.6733361144015,-0.45987809927961126,-32.45059189849459,-0.1283678391867433,,,,,,
PB.161541.3,Patient23,2,5,665,1159,3007.5187969924814,4314.063848144952,16.0,12.0,novelGene_SRSF6_AS,7,14,0.2857142857142857,0.35714285714285715,4217.210237181577,4007.6733361144015,0.024167042281265,-21.931606743138538,0.18540251268845942,,,,,,
PB.161541.3,Patient24,1,2,1059,1661,944.2870632672333,1204.0939193257075,24.0,26.0,novelGene_SRSF6_AS,2,11,0.5,0.18181818181818182,4217.210237181577,4007.6733361144015,-0.7518368053363366,-43.868010586997826,-0.39050092542536863,,,,,,
PB.161541.3,Patient25,6,3,1372,1946,4373.1778425655975,1541.623843782117,9.0,23.0,novelGene_SRSF6_AS,9,6,0.6666666666666666,0.5,4217.210237181577,4007.6733361144015,-0.667615888073739,-39.7129247708256,-0.2951041025273595,,,,,,
PB.161541.3,Patient26,17,24,1690,1469,10059.171597633136,16337.644656228726,2.0,1.0,novelGene_SRSF6_AS,18,26,0.9444444444444444,0.9230769230769231,4217.210237181577,4007.6733361144015,3.0243069737810497,3.062218806568338,0.7592370025151053,,,,,,
PB.161541.3,Patient27,13,6,917,1439,14176.663031624863,4169.562195969423,1.0,13.0,novelGene_SRSF6_AS,21,11,0.6190476190476191,0.5454545454545454,4217.210237181577,4007.6733361144015,-0.011889202840656478,-22.492675319522743,0.1725209112046494,,,,,,
PB.161541.3,Patient28,1,3,1473,1202,678.8866259334691,2495.840266222962,25.0,17.0,novelGene_SRSF6_AS,1,5,1.0,0.6,4217.210237181577,4007.6733361144015,-0.4295185327224179,-31.609949971319878,-0.10906749917085307,,,,,,
PB.161541.3,Patient29,4,4,1044,1857,3831.4176245210724,2154.0118470651587,12.0,20.0,novelGene_SRSF6_AS,13,8,0.3076923076923077,0.5,4217.210237181577,4007.6733361144015,-0.5148120161202487,-34.08741049214667,-0.16594763907608537,,,,,,
PB.161541.3,Patient3,1,6,1987,2019,503.27126321087064,2971.7682020802376,27.0,16.0,novelGene_SRSF6_AS,1,7,1.0,0.8571428571428571,4217.210237181577,4007.6733361144015,-0.3107643589307219,-28.40397644966618,0.0013416602755762007,,,,,,
PB.161541.3,Patient30,10,19,1658,1808,6031.363088057901,10508.849557522124,5.0,3.0,novelGene_SRSF6_AS,16,21,0.625,0.9047619047619048,4217.210237181577,4007.6733361144015,1.5698982408682394,-7.267925993520923,0.5220666918155445,,,,,,
PB.161541.3,Patient31,3,18,966,1858,3105.590062111801,9687.83638320775,15.0,4.0,novelGene_SRSF6_AS,3,18,1.0,1.0,4217.210237181577,4007.6733361144015,1.3650379377801691,-8.607761224873448,0.49130534778255963,,,,,,
PB.161541.3,Patient4,9,3,1554,1450,5791.505791505791,2068.9655172413795,6.0,21.0,novelGene_SRSF6_AS,9,6,1.0,0.5,4217.210237181577,4007.6733361144015,-0.5360328898519974,-34.76494406654539,-0.18150316626948354,,,,,,
PB.161541.3,Patient5,7,7,1993,1596,3512.2930255895635,4385.964912280701,13.0,11.0,novelGene_SRSF6_AS,9,7,0.7777777777777778,1.0,4217.210237181577,4007.6733361144015,0.042107891773120035,-21.659393202738244,0.19165227696599477,,,,,,
PB.161541.3,Patient6,1,2,1714,1602,583.4305717619603,1248.4394506866417,26.0,25.0,novelGene_SRSF6_AS,1,2,1.0,1.0,4217.210237181577,4007.6733361144015,-0.7407716491617244,-43.259918790428465,-0.37653971547940895,,,,,,
PB.161541.3,Patient7,2,1,1705,1726,1173.0205278592375,579.3742757821552,23.0,27.0,novelGene_SRSF6_AS,2,3,1.0,0.3333333333333333,4217.210237181577,4007.6733361144015,-0.907717684627073,-56.16260385443885,-0.67277310665738,,,,,,
PB.161541.3,Patient8,4,5,1179,1359,3392.705682782019,3679.175864606328,14.0,14.0,novelGene_SRSF6_AS,5,6,0.8,0.8333333333333334,4217.210237181577,4007.6733361144015,-0.13425105477705795,-24.553204146354087,0.12521312689742764,,,,,,
PB.161541.3,Patient9,8,0,1493,1722,5358.338914936369,0.0,7.0,30.0,novelGene_SRSF6_AS,11,2,0.7272727272727273,0.0,4217.210237181577,4007.6733361144015,-1.0522839272300397,-163.24518627837728,-3.131287467828518,,,,,,
PB.161541.4,Patient1,0,0,1902,1717,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,0,0,,,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient10,1,1,2180,1394,458.7155963302753,717.3601147776184,20.0,20.0,novelGene_SRSF6_AS,2,3,0.5,0.3333333333333333,1480.764361223189,1773.0976437440854,-0.43054833959034594,-34.75944069953637,-0.15154332363404155,,,,,,
PB.161541.4,Patient11,1,3,2226,1367,449.23629829290206,2194.5866861741038,21.0,6.0,novelGene_SRSF6_AS,5,6,0.2,0.5,1480.764361223189,1773.0976437440854,0.4025848928678301,-18.024812219021392,0.2716476803034272,,,,,,
PB.161541.4,Patient12,3,2,2004,1791,1497.005988023952,1116.6945840312674,13.0,15.0,novelGene_SRSF6_AS,4,2,0.75,1.0,1480.764361223189,1773.0976437440854,-0.20532979583862593,-27.657967745542354,0.0637805610792496,,,,,,
PB.161541.4,Patient13,2,1,2495,2218,801.6032064128257,450.8566275924256,17.0,24.0,novelGene_SRSF6_AS,3,2,0.6666666666666666,0.5,1480.764361223189,1773.0976437440854,-0.5808522374752036,-41.52866793688281,-0.29761173925622975,,,,,,
PB.161541.4,Patient14,4,0,1161,1708,3445.305770887166,0.0,6.0,28.0,novelGene_SRSF6_AS,9,6,0.4444444444444444,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient15,4,2,1376,2573,2906.9767441860463,777.3027594247959,9.0,18.0,novelGene_SRSF6_AS,6,15,0.6666666666666666,0.13333333333333333,1480.764361223189,1773.0976437440854,-0.39674160319392154,-33.58922944199845,-0.12629215413735642,,,,,,
PB.161541.4,Patient16,0,1,1395,1271,0.0,786.7820613690008,26.5,17.0,novelGene_SRSF6_AS,3,3,0.0,0.3333333333333333,1480.764361223189,1773.0976437440854,-0.3913954216242544,-33.41246847711445,-0.12247795302116285,,,,,,
PB.161541.4,Patient17,3,6,975,1227,3076.923076923077,4889.975550122249,8.0,3.0,novelGene_SRSF6_AS,9,14,0.3333333333333333,0.42857142857142855,1480.764361223189,1773.0976437440854,1.9227430598239055,-6.597354994749639,0.5182327797266859,,,,,,
PB.161541.4,Patient18,12,2,988,1387,12145.748987854251,1441.9610670511895,1.0,11.0,novelGene_SRSF6_AS,21,12,0.5714285714285714,0.16666666666666666,1480.764361223189,1773.0976437440854,-0.02188446547707451,-24.01362918673918,0.1424191915477845,,,,,,
PB.161541.4,Patient19,0,1,1229,1548,0.0,645.9948320413437,26.5,21.0,novelGene_SRSF6_AS,6,22,0.0,0.045454545454545456,1480.764361223189,1773.0976437440854,-0.47079726947193967,-36.287208575212944,-0.1845099570789002,,,,,,
PB.161541.4,Patient2,1,0,1277,1085,783.0853563038371,0.0,18.0,28.0,novelGene_SRSF6_AS,3,9,0.3333333333333333,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient20,5,4,1888,1738,2648.3050847457625,2301.4959723820484,10.0,5.0,novelGene_SRSF6_AS,8,13,0.625,0.3076923076923077,1480.764361223189,1773.0976437440854,0.4628800980332909,-17.346471224913422,0.28628512572914355,,,,,,
PB.161541.4,Patient21,0,0,1417,1328,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,4,8,0.0,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient22,4,1,1221,2106,3276.0032760032764,474.8338081671415,7.0,23.0,novelGene_SRSF6_AS,9,6,0.4444444444444444,0.16666666666666666,1480.764361223189,1773.0976437440854,-0.5673294737067709,-40.773729127891315,-0.28132144320696945,,,,,,
PB.161541.4,Patient23,5,9,665,1159,7518.796992481202,7765.314926660914,4.0,1.0,novelGene_SRSF6_AS,7,14,0.7142857142857143,0.6428571428571429,1480.764361223189,1773.0976437440854,3.544390568455792,5.133543810852904,0.7713656326031519,,,,,1.0,
PB.161541.4,Patient24,1,9,1059,1661,944.2870632672333,5418.4226369656835,15.0,2.0,novelGene_SRSF6_AS,2,11,0.5,0.8181818181818182,1480.764361223189,1773.0976437440854,2.2207791486472837,-5.133543810852904,0.5498193364937848,,,,,,
PB.161541.4,Patient25,3,3,1372,1946,2186.5889212827988,1541.623843782117,11.0,10.0,novelGene_SRSF6_AS,9,6,0.3333333333333333,0.5,1480.764361223189,1773.0976437440854,0.03432381898067197,-23.060738210794113,0.1629809588273741,,,,,,
PB.161541.4,Patient26,1,2,1690,1469,591.7159763313609,1361.4703880190605,19.0,12.0,novelGene_SRSF6_AS,18,26,0.05555555555555555,0.07692307692307693,1480.764361223189,1773.0976437440854,-0.0672799795459807,-24.832552821485084,0.12474821173742308,,,,,,
PB.161541.4,Patient27,8,5,917,1439,8724.100327153763,3474.6351633078525,2.0,4.0,novelGene_SRSF6_AS,21,11,0.38095238095238093,0.45454545454545453,1480.764361223189,1773.0976437440854,1.1245126906121152,-11.4713448150514,0.41306036552815867,,,,,,
PB.161541.4,Patient28,0,2,1473,1202,0.0,1663.8935108153078,26.5,9.0,novelGene_SRSF6_AS,1,5,0.0,0.4,1480.764361223189,1773.0976437440854,0.10328204441432896,-21.972463658489993,0.1864640735232434,,,,,,
PB.161541.4,Patient29,9,4,1044,1857,8620.689655172413,2154.0118470651587,3.0,7.0,novelGene_SRSF6_AS,13,8,0.6923076923076923,0.5,1480.764361223189,1773.0976437440854,0.37970130309368383,-18.290945174123358,0.26590498357696396,,,,,,
PB.161541.4,Patient3,0,1,1987,2019,0.0,495.2947003467063,26.5,22.0,novelGene_SRSF6_AS,1,7,0.0,0.14285714285714285,1480.764361223189,1773.0976437440854,-0.5557898429076686,-40.158998271391326,-0.26805659640915047,,,,,,
PB.161541.4,Patient30,6,2,1658,1808,3618.8178528347407,1106.1946902654868,5.0,16.0,novelGene_SRSF6_AS,16,21,0.375,0.09523809523809523,1480.764361223189,1773.0976437440854,-0.2112515756136015,-27.815013455161502,0.05869739194191324,,,,,,
PB.161541.4,Patient31,0,0,966,1858,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,3,18,0.0,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient4,0,3,1554,1450,0.0,2068.9655172413795,26.5,8.0,novelGene_SRSF6_AS,9,6,0.0,0.5,1480.764361223189,1773.0976437440854,0.33173647153246494,-18.865416194048777,0.2535088756078862,,,,,,
PB.161541.4,Patient5,2,0,1993,1596,1003.5122930255895,0.0,14.0,28.0,novelGene_SRSF6_AS,9,7,0.2222222222222222,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient6,0,0,1714,1602,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,1,2,0.0,0.0,1480.764361223189,1773.0976437440854,-0.8351284919066254,-130.79142745215577,-2.223750336661544,,,,,,
PB.161541.4,Patient7,0,2,1705,1726,0.0,1158.7485515643104,26.5,14.0,novelGene_SRSF6_AS,2,3,0.0,0.6666666666666666,1480.764361223189,1773.0976437440854,-0.18161200021613463,-27.130996318327686,0.07515170859025914,,,,,,
PB.161541.4,Patient8,1,1,1179,1359,848.1764206955047,735.8351729212657,16.0,19.0,novelGene_SRSF6_AS,5,6,0.2,0.16666666666666666,1480.764361223189,1773.0976437440854,-0.4201286888684403,-34.38866791138474,-0.14354267720540143,,,,,,
PB.161541.4,Patient9,3,2,1493,1722,2009.3770931011384,1161.4401858304298,12.0,13.0,novelGene_SRSF6_AS,11,2,0.2727272727272727,1.0,1480.764361223189,1773.0976437440854,-0.18009395958503005,-27.097921535929686,0.07586540616496462,,,,,,
PB.161551.113,Patient1,1,0,1902,1717,525.7623554153522,0.0,19.0,18.0,SRSF6,191,95,0.005235602094240838,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient10,2,0,2180,1394,917.4311926605506,0.0,17.0,18.0,SRSF6,345,248,0.005797101449275362,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient11,0,0,2226,1367,0.0,0.0,25.5,18.0,SRSF6,1145,299,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient12,9,0,2004,1791,4491.017964071856,0.0,4.0,18.0,SRSF6,348,223,0.02586206896551724,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient13,0,0,2495,2218,0.0,0.0,25.5,18.0,SRSF6,696,387,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient14,4,0,1161,1708,3445.305770887166,0.0,8.0,18.0,SRSF6,121,44,0.03305785123966942,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient15,0,0,1376,2573,0.0,0.0,25.5,18.0,SRSF6,324,294,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient16,5,0,1395,1271,3584.2293906810037,0.0,6.0,18.0,SRSF6,93,54,0.053763440860215055,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient17,0,0,975,1227,0.0,0.0,25.5,18.0,SRSF6,56,25,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient18,0,0,988,1387,0.0,0.0,25.5,18.0,SRSF6,157,82,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient19,5,0,1229,1548,4068.3482506102523,0.0,5.0,18.0,SRSF6,74,31,0.06756756756756757,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient2,0,0,1277,1085,0.0,0.0,25.5,18.0,SRSF6,88,62,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient20,3,1,1888,1738,1588.9830508474577,575.3739930955121,13.0,4.0,SRSF6,54,81,0.05555555555555555,0.012345679012345678,145.05498724688815,480.4540247132465,0.8956507464069117,-2.115026383299323,2.5791040856338587,1.0,1.0,1.0,1.0,2.0,
PB.161551.113,Patient21,0,0,1417,1328,0.0,0.0,25.5,18.0,SRSF6,334,122,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient22,0,0,1221,2106,0.0,0.0,25.5,18.0,SRSF6,58,43,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient23,1,0,665,1159,1503.7593984962407,0.0,14.0,18.0,SRSF6,27,18,0.037037037037037035,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient24,1,0,1059,1661,944.2870632672333,0.0,16.0,18.0,SRSF6,27,41,0.037037037037037035,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient25,0,0,1372,1946,0.0,0.0,25.5,18.0,SRSF6,341,346,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient26,0,0,1690,1469,0.0,0.0,25.5,18.0,SRSF6,668,201,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient27,2,0,917,1439,2181.0250817884407,0.0,12.0,18.0,SRSF6,92,45,0.021739130434782608,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient28,32,3,1473,1202,21724.37202987101,2495.840266222962,1.0,1.0,SRSF6,299,165,0.10702341137123746,0.01818181818181818,145.05498724688815,480.4540247132465,4.892841266922705,1.76068969329737,3.6690644175088307,,,,,3.0,
PB.161551.113,Patient29,1,0,1044,1857,957.8544061302681,0.0,15.0,18.0,SRSF6,61,35,0.01639344262295082,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient3,5,0,1987,2019,2516.356316054353,0.0,10.0,18.0,SRSF6,371,172,0.013477088948787063,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient30,4,0,1658,1808,2412.5452352231605,0.0,11.0,18.0,SRSF6,496,127,0.008064516129032258,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient31,0,0,966,1858,0.0,0.0,25.5,18.0,SRSF6,153,125,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient4,5,1,1554,1450,3217.5032175032175,689.655172413793,9.0,3.0,SRSF6,197,100,0.025380710659898477,0.01,145.05498724688815,480.4540247132465,1.1335115477322586,-1.8540660363149837,2.652493472468156,1.0,1.0,1.0,1.0,2.0,
PB.161551.113,Patient5,16,0,1993,1596,8028.098344204716,0.0,2.0,18.0,SRSF6,682,354,0.02346041055718475,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient6,6,0,1714,1602,3500.583430571762,0.0,7.0,18.0,SRSF6,89,77,0.06741573033707865,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient7,1,0,1705,1726,586.5102639296188,0.0,18.0,18.0,SRSF6,375,262,0.0026666666666666666,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.113,Patient8,9,1,1179,1359,7633.587786259542,735.8351729212657,3.0,2.0,SRSF6,262,217,0.03435114503816794,0.004608294930875576,145.05498724688815,480.4540247132465,1.2296289661159108,-1.76068969329737,2.6787535255301753,1.0,1.0,1.0,1.0,2.0,
PB.161551.113,Patient9,0,0,1493,1722,0.0,0.0,25.5,18.0,SRSF6,7,3,0.0,0.0,145.05498724688815,480.4540247132465,-0.3019123158213995,-11.285887813377474,0.0,,,,,,
PB.161551.121,Patient1,1,0,1902,1717,525.7623554153522,0.0,11.0,16.0,SRSF6,191,95,0.005235602094240838,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient10,2,0,2180,1394,917.4311926605506,0.0,5.0,16.0,SRSF6,345,248,0.005797101449275362,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient11,1,0,2226,1367,449.23629829290206,0.0,13.0,16.0,SRSF6,1145,299,0.0008733624454148472,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient12,0,0,2004,1791,0.0,0.0,23.0,16.0,SRSF6,348,223,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient13,1,0,2495,2218,400.80160320641284,0.0,14.0,16.0,SRSF6,696,387,0.0014367816091954023,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient14,0,0,1161,1708,0.0,0.0,23.0,16.0,SRSF6,121,44,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient15,0,0,1376,2573,0.0,0.0,23.0,16.0,SRSF6,324,294,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient16,0,0,1395,1271,0.0,0.0,23.0,16.0,SRSF6,93,54,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient17,0,0,975,1227,0.0,0.0,23.0,16.0,SRSF6,56,25,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient18,3,0,988,1387,3036.4372469635628,0.0,2.0,16.0,SRSF6,157,82,0.01910828025477707,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient19,0,0,1229,1548,0.0,0.0,23.0,16.0,SRSF6,74,31,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient2,0,0,1277,1085,0.0,0.0,23.0,16.0,SRSF6,88,62,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient20,0,0,1888,1738,0.0,0.0,23.0,16.0,SRSF6,54,81,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient21,0,0,1417,1328,0.0,0.0,23.0,16.0,SRSF6,334,122,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient22,0,0,1221,2106,0.0,0.0,23.0,16.0,SRSF6,58,43,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient23,1,0,665,1159,1503.7593984962407,0.0,4.0,16.0,SRSF6,27,18,0.037037037037037035,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient24,0,0,1059,1661,0.0,0.0,23.0,16.0,SRSF6,27,41,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient25,1,0,1372,1946,728.862973760933,0.0,6.0,16.0,SRSF6,341,346,0.002932551319648094,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient26,1,0,1690,1469,591.7159763313609,0.0,9.0,16.0,SRSF6,668,201,0.0014970059880239522,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient27,0,0,917,1439,0.0,0.0,23.0,16.0,SRSF6,92,45,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient28,11,0,1473,1202,7467.75288526816,0.0,1.0,16.0,SRSF6,299,165,0.03678929765886288,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient29,0,0,1044,1857,0.0,0.0,23.0,16.0,SRSF6,61,35,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient3,0,0,1987,2019,0.0,0.0,23.0,16.0,SRSF6,371,172,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient30,1,0,1658,1808,603.1363088057901,0.0,8.0,16.0,SRSF6,496,127,0.0020161290322580645,0.0,0.0,0.0,,0.0,0.0,,,,,,
PB.161551.121,Patient31,2,0,966,1858,2070.393374741201,0.0,3.0,16.0,SRSF6,153,125,0.013071895424836602,0.0,0.0,0.0,,0.0,0.0,,,,,,
