Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,CycloFraction,NoncycloFraction,NormalizedCycloFraction,NormalizedNoncycloFraction,NormalizedFractionDifference,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.161541.4,Patient27,8,5,917,1439,8724.100327153763,3474.6351633078525,2.0,4.0,novelGene_SRSF6_AS,21,11,0.38095238095238093,0.45454545454545453,0.008724100327153763,0.0034746351633078527,0.7151643163322359,0.2848356836677642,0.4303286326644717,4.4111719394446895,0.48800733930799645,,,,,,
PB.161541.4,Patient28,0,2,1473,1202,0.0,1663.8935108153078,26.5,9.0,novelGene_SRSF6_AS,1,5,0.0,0.4,0.0,0.0016638935108153079,0.0,1.0,-1.0,-10.701214187885464,-1.2018222793070776,,,,,,
PB.161541.4,Patient29,9,4,1044,1857,8620.689655172413,2154.0118470651587,3.0,7.0,novelGene_SRSF6_AS,13,8,0.6923076923076923,0.5,0.008620689655172414,0.002154011847065159,0.8000861697544163,0.19991383024558382,0.6001723395088324,6.919813999704567,0.7655380621883358,,,,,,
PB.161541.4,Patient3,0,1,1987,2019,0.0,495.2947003467063,26.5,22.0,novelGene_SRSF6_AS,1,7,0.0,0.14285714285714285,0.0,0.0004952947003467063,0.0,1.0,-1.0,-8.955053238759248,-1.0086447359048851,,,,,,
PB.161541.4,Patient30,6,2,1658,1808,3618.8178528347407,1106.1946902654868,5.0,16.0,novelGene_SRSF6_AS,16,21,0.375,0.09523809523809523,0.0036188178528347406,0.0011061946902654867,0.7658853431234115,0.23411465687658856,0.531770686246823,5.127024522368809,0.5672020111832292,,,,,,
PB.161541.4,Patient31,0,0,966,1858,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,3,18,0.0,0.0,0.0,0.0,,,,0.0,-0.017948439229017836,,,,,,
PB.161541.4,Patient4,0,3,1554,1450,0.0,2068.9655172413795,26.5,8.0,novelGene_SRSF6_AS,9,6,0.0,0.5,0.0,0.0020689655172413794,0.0,1.0,-1.0,-11.015391019285614,-1.2365796185512843,,,,,,
PB.161541.4,Patient5,2,0,1993,1596,1003.5122930255895,0.0,14.0,28.0,novelGene_SRSF6_AS,9,7,0.2222222222222222,0.0,0.0010035122930255895,0.0,1.0,0.0,1.0,19.944559008523896,2.2064637944369836,,,,,,
PB.161541.4,Patient6,0,0,1714,1602,0.0,0.0,26.5,28.0,novelGene_SRSF6_AS,1,2,0.0,0.0,0.0,0.0,,,,0.0,-0.017948439229017836,,,,,,
PB.161541.4,Patient7,0,2,1705,1726,0.0,1158.7485515643104,26.5,14.0,novelGene_SRSF6_AS,2,3,0.0,0.6666666666666666,0.0,0.0011587485515643105,0.0,1.0,-1.0,-10.179596329037125,-1.1441157679929534,,,,,,
PB.161541.4,Patient8,1,1,1179,1359,848.1764206955047,735.8351729212657,16.0,19.0,novelGene_SRSF6_AS,5,6,0.2,0.16666666666666666,0.0008481764206955047,0.0007358351729212656,0.5354609929078015,0.4645390070921986,0.07092198581560288,0.32447729821498783,0.03589687845803567,,,,,,
PB.161541.4,Patient9,3,2,1493,1722,2009.3770931011384,1161.4401858304298,12.0,13.0,novelGene_SRSF6_AS,11,2,0.2727272727272727,1.0,0.0020093770931011385,0.0011614401858304297,0.6337095191364083,0.3662904808635918,0.2674190382728165,1.8350421907465313,0.20301046282427737,,,,,,
PB.161551.113,Patient1,1,0,1902,1717,525.7623554153522,0.0,19.0,18.0,SRSF6,191,95,0.005235602094240838,0.0,0.0005257623554153522,0.0,1.0,0.0,1.0,14.329659343228201,0.07864642735711971,,,,,,
PB.161551.113,Patient10,2,0,2180,1394,917.4311926605506,0.0,17.0,18.0,SRSF6,345,248,0.005797101449275362,0.0,0.0009174311926605505,0.0,1.0,0.0,1.0,19.68605566168747,0.43624384741084965,,,,,,
PB.161551.113,Patient11,0,0,2226,1367,0.0,0.0,25.5,18.0,SRSF6,1145,299,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient12,9,0,2004,1791,4491.017964071856,0.0,4.0,18.0,SRSF6,348,223,0.02586206896551724,0.0,0.004491017964071856,0.0,1.0,0.0,1.0,41.97379576221656,1.8903168153932464,,,,,,
PB.161551.113,Patient13,0,0,2495,2218,0.0,0.0,25.5,18.0,SRSF6,696,387,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient14,4,0,1161,1708,3445.305770887166,0.0,8.0,18.0,SRSF6,121,44,0.03305785123966942,0.0,0.0034453057708871662,0.0,1.0,0.0,1.0,30.375467811486512,1.1336310737755542,,,,,,
PB.161551.113,Patient15,0,0,1376,2573,0.0,0.0,25.5,18.0,SRSF6,324,294,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient16,5,0,1395,1271,3584.2293906810037,0.0,6.0,18.0,SRSF6,93,54,0.053763440860215055,0.0,0.0035842293906810036,0.0,1.0,0.0,1.0,33.148825011469,1.314567486209678,,,,,,
PB.161551.113,Patient17,0,0,975,1227,0.0,0.0,25.5,18.0,SRSF6,56,25,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient18,0,0,988,1387,0.0,0.0,25.5,18.0,SRSF6,157,82,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient19,5,0,1229,1548,4068.3482506102523,0.0,5.0,18.0,SRSF6,74,31,0.06756756756756757,0.0,0.0040683482506102524,0.0,1.0,0.0,1.0,33.66181949346443,1.348035725054404,,,,,,
PB.161551.113,Patient2,0,0,1277,1085,0.0,0.0,25.5,18.0,SRSF6,88,62,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient20,3,1,1888,1738,1588.9830508474577,575.3739930955121,13.0,4.0,SRSF6,54,81,0.05555555555555555,0.012345679012345678,0.0015889830508474577,0.0005753739930955121,0.734159391720642,0.2658406082793579,0.46831878344128414,3.399150043493938,-0.7212577539410284,,,,,,
PB.161551.113,Patient21,0,0,1417,1328,0.0,0.0,25.5,18.0,SRSF6,334,122,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient22,0,0,1221,2106,0.0,0.0,25.5,18.0,SRSF6,58,43,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient23,1,0,665,1159,1503.7593984962407,0.0,14.0,18.0,SRSF6,27,18,0.037037037037037035,0.0,0.0015037593984962407,0.0,1.0,0.0,1.0,16.729781806186114,0.24337378163259826,,,,,,
PB.161551.113,Patient24,1,0,1059,1661,944.2870632672333,0.0,16.0,18.0,SRSF6,27,41,0.037037037037037035,0.0,0.0009442870632672333,0.0,1.0,0.0,1.0,15.666734125344716,0.17401955866446697,,,,,,
PB.161551.113,Patient25,0,0,1372,1946,0.0,0.0,25.5,18.0,SRSF6,341,346,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient26,0,0,1690,1469,0.0,0.0,25.5,18.0,SRSF6,668,201,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient27,2,0,917,1439,2181.0250817884407,0.0,12.0,18.0,SRSF6,92,45,0.021739130434782608,0.0,0.0021810250817884407,0.0,1.0,0.0,1.0,22.18290393961681,0.5991405596712491,,,,,,
PB.161551.113,Patient28,32,3,1473,1202,21724.37202987101,2495.840266222962,1.0,1.0,SRSF6,299,165,0.10702341137123746,0.01818181818181818,0.02172437202987101,0.0024958402662229617,0.8969521721894457,0.1030478278105543,0.7939043443788913,15.879016738839237,0.18786907451770105,,,,,,
PB.161551.113,Patient29,1,0,1044,1857,957.8544061302681,0.0,15.0,18.0,SRSF6,61,35,0.01639344262295082,0.0,0.0009578544061302681,0.0,1.0,0.0,1.0,15.699319781055937,0.17614547725917204,,,,,,
PB.161551.113,Patient3,5,0,1987,2019,2516.356316054353,0.0,10.0,18.0,SRSF6,371,172,0.013477088948787063,0.0,0.0025163563160543532,0.0,1.0,0.0,1.0,31.716636072969273,1.2211301430280594,,,,,,
PB.161551.113,Patient30,4,0,1658,1808,2412.5452352231605,0.0,11.0,18.0,SRSF6,496,127,0.008064516129032258,0.0,0.0024125452352231603,0.0,1.0,0.0,1.0,29.04706374331534,1.0469647524090517,,,,,,
PB.161551.113,Patient31,0,0,966,1858,0.0,0.0,25.5,18.0,SRSF6,153,125,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.113,Patient4,5,1,1554,1450,3217.5032175032175,689.655172413793,9.0,3.0,SRSF6,197,100,0.025380710659898477,0.01,0.0032175032175032173,0.000689655172413793,0.8234893230349841,0.1765106769650159,0.6469786460699682,6.233317291325161,-0.5363540372239344,,,,,,
PB.161551.113,Patient5,16,0,1993,1596,8028.098344204716,0.0,2.0,18.0,SRSF6,682,354,0.02346041055718475,0.0,0.008028098344204716,0.0,1.0,0.0,1.0,54.088190053746324,2.6806712067913905,,,,,,
PB.161551.113,Patient6,6,0,1714,1602,3500.583430571762,0.0,7.0,18.0,SRSF6,89,77,0.06741573033707865,0.0,0.003500583430571762,0.0,1.0,0.0,1.0,35.32137524088451,1.4563066910787283,,,,,,
PB.161551.113,Patient7,1,0,1705,1726,586.5102639296188,0.0,18.0,18.0,SRSF6,375,262,0.0026666666666666666,0.0,0.0005865102639296188,0.0,1.0,0.0,1.0,14.57923040369153,0.10306980076601543,,,,,,
PB.161551.113,Patient8,9,1,1179,1359,7633.587786259542,735.8351729212657,3.0,2.0,SRSF6,262,217,0.03435114503816794,0.004608294930875576,0.007633587786259542,0.0007358351729212656,0.9120805369127517,0.08791946308724832,0.8241610738255034,11.669134814311636,-0.18171622812313515,,,,,,
PB.161551.113,Patient9,0,0,1493,1722,0.0,0.0,25.5,18.0,SRSF6,7,3,0.0,0.0,0.0,0.0,,,,0.0,-0.9430214756134374,,,,,,
PB.161551.121,Patient1,1,0,1902,1717,525.7623554153522,0.0,11.0,16.0,SRSF6,191,95,0.005235602094240838,0.0,0.0005257623554153522,0.0,1.0,0.0,1.0,14.329659343228201,1.2749827167702532,,,,,,
PB.161551.121,Patient10,2,0,2180,1394,917.4311926605506,0.0,5.0,16.0,SRSF6,345,248,0.005797101449275362,0.0,0.0009174311926605505,0.0,1.0,0.0,1.0,19.68605566168747,1.7515685564353616,,,,,,
PB.161551.121,Patient11,1,0,2226,1367,449.23629829290206,0.0,13.0,16.0,SRSF6,1145,299,0.0008733624454148472,0.0,0.0004492362982929021,0.0,1.0,0.0,1.0,13.970713082100042,1.2430454412059198,,,,,,
PB.161551.121,Patient12,0,0,2004,1791,0.0,0.0,23.0,16.0,SRSF6,348,223,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient13,1,0,2495,2218,400.80160320641284,0.0,14.0,16.0,SRSF6,696,387,0.0014367816091954023,0.0,0.0004008016032064128,0.0,1.0,0.0,1.0,13.710463742292983,1.2198897330095715,,,,,,
PB.161551.121,Patient14,0,0,1161,1708,0.0,0.0,23.0,16.0,SRSF6,121,44,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient15,0,0,1376,2573,0.0,0.0,23.0,16.0,SRSF6,324,294,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient16,0,0,1395,1271,0.0,0.0,23.0,16.0,SRSF6,93,54,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient17,0,0,975,1227,0.0,0.0,23.0,16.0,SRSF6,56,25,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient18,3,0,988,1387,3036.4372469635628,0.0,2.0,16.0,SRSF6,157,82,0.01910828025477707,0.0,0.003036437246963563,0.0,1.0,0.0,1.0,26.861547653205452,2.3900085956839,,,,,2.0,
PB.161551.121,Patient19,0,0,1229,1548,0.0,0.0,23.0,16.0,SRSF6,74,31,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient2,0,0,1277,1085,0.0,0.0,23.0,16.0,SRSF6,88,62,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient20,0,0,1888,1738,0.0,0.0,23.0,16.0,SRSF6,54,81,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.121,Patient21,0,0,1417,1328,0.0,0.0,23.0,16.0,SRSF6,334,122,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
